chrom	start	end	value
Fvb7	14713902	14714001	-0.272287637
Fvb7	14981402	14981501	0.286912459
Fvb7	15006002	15006101	0.221371611
Fvb7	15019702	15019801	0.302654428
Fvb7	15093902	15094001	0.322954823
Fvb7	15204302	15204401	-0.288958352
Fvb7	15348902	15349001	-0.328595318
Fvb7	15444302	15444401	0.282051282
Fvb7	15448002	15448101	0.32855654
Fvb7	15634102	15634201	0.374648942
Fvb7	15634302	15634401	0.268421053
Fvb7	15639402	15639501	-0.305555556
Fvb7	15692902	15693001	-0.217460317
Fvb7	15806602	15806701	-0.326939471
Fvb7	16003302	16003401	0.34272131
Fvb7	16273102	16273201	-0.300653595
Fvb7	16309902	16310001	0.214140784
Fvb7	16334802	16334901	0.324074074
Fvb7	16339802	16339901	0.248677249
Fvb7	16436002	16436101	-0.368248773
Fvb7	16672402	16672501	0.263389582
Fvb7	16714402	16714501	0.353767561
Fvb7	16799502	16799601	0.371666667
Fvb7	16884302	16884401	-0.355226642
Fvb7	16947502	16947601	0.21978022
Fvb7	16955002	16955101	-0.200762639
Fvb7	16972302	16972401	0.248965517
Fvb7	17100802	17100901	-0.202009539
Fvb7	17128702	17128801	0.405057675
Fvb7	17402302	17402401	-0.208162568
Fvb7	17507802	17507901	-0.264705882
Fvb7	17644202	17644301	-0.243161094
Fvb7	17685502	17685601	-0.344313725
Fvb7	17715602	17715701	-0.216320948
Fvb7	17794902	17795001	-0.253329024
Fvb7	17854802	17854901	-0.286170213
Fvb7	17854902	17855001	-0.265384615
Fvb7	17884602	17884701	0.376388889
Fvb7	17984402	17984501	-0.315972222
Fvb7	17986402	17986501	0.233135575
Fvb7	17986702	17986801	0.343859649
Fvb7	18124302	18124401	-0.239549613
Fvb7	18242002	18242101	0.22962963
Fvb7	18388202	18388301	0.259960861
Fvb7	18430802	18430901	-0.318108974
Fvb7	18500502	18500601	-0.430833872
Fvb7	18527002	18527101	-0.475232198
Fvb7	18561802	18561901	-0.289010989
Fvb7	18650102	18650201	-0.250712251
Fvb7	18721802	18721901	-0.243887147
Fvb7	18834002	18834101	-0.244200244
Fvb7	18834202	18834301	-0.345537757
Fvb7	19129902	19130001	-0.225979192
Fvb7	19135202	19135301	-0.265979381
Fvb7	19168202	19168301	-0.215798907
Fvb7	19208002	19208101	-0.225352113
Fvb7	19271602	19271701	0.2025
Fvb7	19274002	19274101	-0.228731546
Fvb7	19291002	19291101	0.203096903
Fvb7	19374602	19374701	0.246503497
Fvb7	19418702	19418801	-0.206275628
Fvb7	19419402	19419501	-0.265
Fvb7	19502502	19502601	0.357759822
Fvb7	19750502	19750601	0.242077465
Fvb7	19791202	19791301	-0.236175711
Fvb7	19836702	19836801	0.245460317
Fvb7	20075102	20075201	0.263888889
Fvb7	20134002	20134101	-0.303084013
Fvb7	20206702	20206801	-0.254945055
Fvb7	20232402	20232501	-0.250532077
Fvb7	20468502	20468601	0.375241779
Fvb7	20485102	20485201	0.332222222
Fvb7	20523402	20523501	-0.220966084
Fvb7	20596202	20596301	-0.20721782
Fvb7	20701702	20701801	-0.267374517
Fvb7	20902702	20902801	-0.217924821
Fvb7	20903602	20903701	-0.311503812
Fvb7	21034102	21034201	0.235294118
Fvb7	21176502	21176601	0.241261957
Fvb7	21254202	21254301	-0.233739837
Fvb7	21314002	21314101	0.20995671
Fvb7	21508402	21508501	-0.208404803
Fvb7	21605002	21605101	-0.326898327
Fvb7	21691402	21691501	0.266625991
Fvb7	21860702	21860801	0.255615312
Fvb7	21876302	21876401	-0.302247728
Fvb7	21923602	21923701	0.252123552
Fvb7	21947602	21947701	0.207184325
Fvb7	21969202	21969301	-0.339803094
Fvb7	22059302	22059401	0.20657277
Fvb7	22112702	22112801	-0.459639126
Fvb7	22147202	22147301	-0.235469188
Fvb7	22152702	22152801	-0.260510511
Fvb7	22169302	22169401	-0.309944038
Fvb7	22817802	22817901	-0.212718316
Fvb7	23247702	23247801	0.225446429
Fvb7	23263502	23263601	-0.389344262
Fvb7	23363502	23363601	0.2
Fvb7	23650002	23650101	-0.32
Fvb7	23688602	23688701	-0.202084814
Fvb7	23860002	23860101	-0.265044814
Fvb7	23878702	23878801	-0.265636832
Fvb7	23942902	23943001	0.248197549
Fvb7	24024902	24025001	0.34029304
Fvb7	24094602	24094701	-0.347727273
